,created_at,last_move_at,white_rating,black_rating,opening_ply
5136,1472210000000.0,1472210000000.0,1191,1808,1
5137,1472210000000.0,1472210000000.0,1808,1191,5
5138,1471840000000.0,1471850000000.0,1500,1808,3
5139,1471170000000.0,1471170000000.0,1791,1983,9
5140,1471160000000.0,1471160000000.0,1437,1786,4
5141,1471070000000.0,1471070000000.0,1782,1417,6
5142,1471070000000.0,1471070000000.0,1766,1709,4
5143,1471070000000.0,1471070000000.0,1500,1758,4
5144,1471020000000.0,1471020000000.0,1777,1736,3
5145,1471020000000.0,1471020000000.0,1710,1790,4
5146,1471020000000.0,1471020000000.0,1805,1680,2
5147,1471020000000.0,1471020000000.0,1641,1959,4
5148,1471020000000.0,1471020000000.0,1586,1654,3
5149,1471020000000.0,1471020000000.0,1500,1586,2
5150,1470570000000.0,1470570000000.0,1457,1567,2
5151,1469960000000.0,1469960000000.0,1567,1500,2
5152,1469540000000.0,1469540000000.0,1645,1567,5
5153,1463070000000.0,1463070000000.0,2274,1350,4
5154,1462990000000.0,1462990000000.0,1406,1655,4
5155,1465150000000.0,1465150000000.0,1998,1963,6
5156,1465150000000.0,1465150000000.0,1894,1961,2
5157,1465150000000.0,1465150000000.0,1923,1967,8
5158,1464650000000.0,1464650000000.0,1886,1862,3
5159,1467680000000.0,1467690000000.0,1505,1743,7
5160,1467680000000.0,1467680000000.0,1743,1505,4
5161,1503200000000.0,1503200000000.0,1994,1886,8
5162,1503200000000.0,1503200000000.0,2014,1893,8
5163,1468880000000.0,1468880000000.0,1748,1216,2
5164,1467920000000.0,1467930000000.0,1087,1233,3
5165,1467510000000.0,1467510000000.0,1244,1297,4
5166,1467410000000.0,1467410000000.0,1218,1841,8
5167,1467410000000.0,1467410000000.0,1662,1220,4
5168,1466990000000.0,1466990000000.0,1405,1227,3
5169,1466540000000.0,1466540000000.0,1227,1500,3
5170,1466540000000.0,1466540000000.0,1652,1229,4
5171,1466540000000.0,1466540000000.0,1431,1235,4
5172,1466470000000.0,1466470000000.0,1222,1240,2
5173,1466380000000.0,1466380000000.0,1183,1413,5
5174,1466380000000.0,1466380000000.0,1392,1183,2
5175,1466360000000.0,1466360000000.0,1500,1160,2
5176,1466360000000.0,1466360000000.0,1427,1165,3
5177,1466300000000.0,1466300000000.0,1382,1170,5
5178,1466280000000.0,1466290000000.0,1359,1177,2
5179,1466100000000.0,1466100000000.0,1286,1160,2
5180,1465990000000.0,1466000000000.0,1160,1164,2
5181,1465930000000.0,1465930000000.0,1140,1346,4
5182,1465690000000.0,1465690000000.0,1451,1144,2
5183,1465690000000.0,1465690000000.0,1148,1447,1
5184,1465690000000.0,1465690000000.0,1443,1152,2
5185,1465680000000.0,1465690000000.0,1156,1440,4
5186,1465400000000.0,1465400000000.0,1328,1163,3
5187,1465340000000.0,1465340000000.0,1145,1428,7
5188,1465330000000.0,1465340000000.0,1154,1240,5
5189,1465330000000.0,1465330000000.0,1441,1158,2
5190,1465320000000.0,1465320000000.0,1150,1004,4
5191,1465320000000.0,1465320000000.0,1157,1348,5
5192,1465320000000.0,1465320000000.0,1342,1163,2
5193,1465320000000.0,1465320000000.0,1173,1247,3
5194,1465310000000.0,1465310000000.0,1426,1178,6
5195,1465310000000.0,1465310000000.0,1397,1183,2
5196,1465310000000.0,1465310000000.0,1189,1391,1
5197,1465310000000.0,1465310000000.0,1434,1195,4
5198,1465220000000.0,1465220000000.0,1201,1389,5
5199,1465210000000.0,1465210000000.0,1298,1198,2
5200,1465170000000.0,1465170000000.0,1477,1203,2
5201,1465170000000.0,1465170000000.0,1208,1421,8
5202,1465160000000.0,1465170000000.0,1214,1448,1
5203,1465160000000.0,1465160000000.0,1443,1219,2
5204,1462530000000.0,1462530000000.0,2076,1831,10
5205,1462520000000.0,1462520000000.0,2119,2076,3
5206,1462520000000.0,1462520000000.0,2076,2119,4
5207,1462520000000.0,1462520000000.0,2119,2076,4
5208,1462520000000.0,1462520000000.0,2076,2119,4
5209,1462520000000.0,1462520000000.0,2119,2076,4
5210,1462450000000.0,1462460000000.0,2076,1992,4
5211,1462450000000.0,1462450000000.0,1992,2076,2
5212,1462450000000.0,1462450000000.0,1908,2076,3
5213,1462440000000.0,1462440000000.0,2076,1893,8
5214,1462370000000.0,1462370000000.0,1879,2076,1
5215,1462350000000.0,1462350000000.0,2106,2031,4
5216,1462350000000.0,1462350000000.0,2029,2047,4
5217,1462340000000.0,1462350000000.0,2082,1970,2
5218,1461850000000.0,1461850000000.0,2082,1988,2
5219,1461760000000.0,1461760000000.0,1851,2082,10
5220,1461760000000.0,1461760000000.0,2040,1983,2
5221,1461760000000.0,1461760000000.0,1978,2004,2
5222,1461680000000.0,1461680000000.0,1978,1979,6
5223,1461670000000.0,1461680000000.0,1916,1887,3
5224,1461670000000.0,1461670000000.0,1874,2020,8
5225,1461670000000.0,1461670000000.0,2020,2027,4
5226,1461660000000.0,1461660000000.0,1904,2020,4
5227,1461660000000.0,1461660000000.0,1935,2020,3
5228,1461590000000.0,1461590000000.0,2020,1938,4
5229,1461590000000.0,1461590000000.0,1938,2020,5
5230,1461590000000.0,1461590000000.0,2020,1938,4
5231,1461590000000.0,1461590000000.0,1938,2020,9
5232,1461580000000.0,1461590000000.0,2020,1938,3
5233,1461300000000.0,1461310000000.0,2020,1985,2
5234,1461240000000.0,1461240000000.0,2147,2020,5
5235,1461240000000.0,1461240000000.0,2020,2160,9
5236,1461240000000.0,1461240000000.0,2160,2020,2
5237,1461240000000.0,1461240000000.0,1950,1835,5
5238,1504220000000.0,1504220000000.0,1514,1672,5
5239,1504210000000.0,1504210000000.0,1687,1557,6
5240,1504210000000.0,1504210000000.0,1684,1394,6
5241,1504210000000.0,1504210000000.0,1687,1993,11
5242,1504210000000.0,1504210000000.0,1280,1685,7
5243,1504120000000.0,1504120000000.0,1780,1671,8
5244,1504040000000.0,1504040000000.0,1614,1673,9
5245,1504030000000.0,1504040000000.0,1680,1799,4
5246,1504030000000.0,1504030000000.0,1748,1689,3
5247,1504030000000.0,1504030000000.0,1700,1684,7
5248,1504030000000.0,1504030000000.0,1713,1658,9
5249,1503970000000.0,1503970000000.0,1699,1812,5
5250,1503970000000.0,1503970000000.0,1706,1839,5
5251,1503970000000.0,1503970000000.0,1705,1709,9
5252,1503970000000.0,1503970000000.0,1893,1700,8
5253,1503940000000.0,1503940000000.0,1718,1711,6
5254,1503850000000.0,1503850000000.0,1700,1714,9
5255,1503850000000.0,1503850000000.0,1651,1690,3
5256,1503850000000.0,1503850000000.0,1680,1661,4
5257,1503800000000.0,1503800000000.0,1673,1510,9
5258,1503790000000.0,1503790000000.0,1645,1686,5
5259,1503780000000.0,1503780000000.0,1573,1678,2
5260,1503780000000.0,1503780000000.0,1688,1716,5
5261,1503780000000.0,1503780000000.0,1699,1706,6
5262,1503540000000.0,1503540000000.0,1598,1703,3
5263,1503530000000.0,1503540000000.0,1692,1682,11
5264,1503470000000.0,1503470000000.0,1524,1686,8
5265,1503470000000.0,1503470000000.0,1753,1672,3
5266,1503460000000.0,1503460000000.0,1661,1653,6
5267,1503450000000.0,1503450000000.0,1364,1657,5
5268,1503110000000.0,1503110000000.0,1640,1881,4
5269,1503100000000.0,1503100000000.0,1624,1629,6
5270,1503100000000.0,1503100000000.0,1641,1619,3
5271,1463850000000.0,1463850000000.0,1328,1500,4
5272,1463850000000.0,1463850000000.0,1328,1500,5
5273,1463630000000.0,1463630000000.0,1767,1330,5
5274,1463630000000.0,1463630000000.0,2000,1331,4
5275,1463630000000.0,1463630000000.0,1331,2043,3
5276,1463630000000.0,1463630000000.0,1331,2209,2
5277,1463630000000.0,1463630000000.0,1332,2043,4
5278,1463630000000.0,1463630000000.0,1709,1334,5
5279,1463540000000.0,1463550000000.0,1500,1334,3
5280,1463380000000.0,1463380000000.0,1309,1347,3
5281,1463330000000.0,1463330000000.0,1256,1363,5
5282,1463270000000.0,1463270000000.0,1365,1751,6
5283,1463270000000.0,1463270000000.0,1517,1346,3
5284,1463270000000.0,1463270000000.0,1348,1756,5
5285,1463270000000.0,1463270000000.0,1351,1726,4
5286,1463270000000.0,1463270000000.0,2078,1351,5
5287,1463270000000.0,1463270000000.0,1352,2041,4
5288,1463270000000.0,1463270000000.0,1361,1430,5
5289,1463270000000.0,1463270000000.0,1349,1346,4
5290,1463260000000.0,1463270000000.0,1284,1348,5
5291,1463260000000.0,1463260000000.0,1337,1297,5
5292,1463260000000.0,1463260000000.0,1323,1340,4
5293,1463260000000.0,1463260000000.0,1319,1037,3
5294,1463250000000.0,1463250000000.0,1117,1312,1
5295,1463240000000.0,1463240000000.0,1153,1330,3
5296,1463240000000.0,1463240000000.0,1309,1317,4
5297,1463110000000.0,1463110000000.0,1338,1314,2
5298,1463110000000.0,1463110000000.0,1299,1378,5
5299,1464540000000.0,1464540000000.0,1464,1500,9
5300,1489280000000.0,1489280000000.0,1639,1656,4
5301,1487140000000.0,1487140000000.0,1641,1490,1
5302,1487140000000.0,1487140000000.0,1636,1260,1
5303,1486870000000.0,1486870000000.0,1625,1378,1
5304,1482560000000.0,1482560000000.0,1845,1638,3
5305,1482560000000.0,1482560000000.0,1654,1839,9
5306,1482560000000.0,1482560000000.0,1696,1563,1
5307,1462240000000.0,1462240000000.0,1584,1500,5
5308,1473850000000.0,1473850000000.0,1470,1090,3
5309,1473850000000.0,1473850000000.0,1221,1105,2
5310,1463750000000.0,1463750000000.0,1199,1123,2
5311,1462290000000.0,1462290000000.0,1122,1160,2
5312,1461950000000.0,1461950000000.0,1299,1176,2
5313,1503240000000.0,1503240000000.0,1544,1528,5
5314,1498610000000.0,1498610000000.0,1538,1564,3
5315,1486330000000.0,1486330000000.0,1576,1548,5
5316,1484590000000.0,1484590000000.0,1558,1610,3
5317,1481840000000.0,1481840000000.0,1652,1566,4
5318,1480810000000.0,1480810000000.0,1574,1678,5
5319,1480810000000.0,1480810000000.0,1693,1559,11
5320,1480790000000.0,1480790000000.0,1564,1761,8
5321,1479170000000.0,1479170000000.0,1452,1579,4
5322,1479170000000.0,1479170000000.0,1571,1459,8
5323,1478130000000.0,1478130000000.0,1330,1590,2
5324,1478120000000.0,1478130000000.0,1408,1584,3
5325,1474130000000.0,1474130000000.0,1595,1581,10
5326,1474130000000.0,1474130000000.0,1606,1637,5
5327,1474130000000.0,1474130000000.0,1650,1592,4
5328,1473000000000.0,1473000000000.0,1451,1585,3
5329,1472490000000.0,1472490000000.0,1604,1306,4
5330,1469200000000.0,1469200000000.0,1565,1594,5
5331,1468620000000.0,1468620000000.0,1584,1545,7
5332,1468450000000.0,1468450000000.0,1593,1654,6
5333,1468450000000.0,1468450000000.0,1810,1575,9
5334,1468450000000.0,1468450000000.0,1567,1473,3
5335,1468450000000.0,1468450000000.0,1976,1569,4
5336,1468330000000.0,1468330000000.0,1576,1719,4
5337,1468120000000.0,1468120000000.0,1494,1589,3
5338,1468100000000.0,1468100000000.0,1576,1635,6
5339,1502640000000.0,1502640000000.0,1857,1852,5
5340,1502420000000.0,1502420000000.0,1868,1675,3
5341,1502420000000.0,1502420000000.0,1681,1862,8
5342,1462410000000.0,1462420000000.0,1319,2296,3
5343,1462410000000.0,1462410000000.0,2296,1319,3
5344,1462410000000.0,1462410000000.0,1319,2296,3
5345,1462410000000.0,1462410000000.0,2296,1319,5
5346,1462360000000.0,1462360000000.0,2294,1742,6
5347,1462330000000.0,1462330000000.0,1319,2294,3
5348,1462330000000.0,1462330000000.0,2294,1319,5
5349,1462330000000.0,1462330000000.0,1319,2294,2
5350,1462240000000.0,1462240000000.0,2294,1319,7
5351,1462230000000.0,1462230000000.0,2294,1319,4
5352,1462230000000.0,1462230000000.0,1319,2294,4
5353,1462230000000.0,1462230000000.0,2294,1319,6
5354,1497890000000.0,1497890000000.0,1500,1016,2
5355,1497560000000.0,1497560000000.0,1016,1016,6
5356,1497490000000.0,1497490000000.0,1326,1016,4
5357,1497490000000.0,1497490000000.0,1016,1326,2
5358,1497470000000.0,1497470000000.0,1446,1016,3
5359,1497470000000.0,1497470000000.0,1357,1016,4
5360,1497460000000.0,1497470000000.0,1016,1357,2
5361,1497460000000.0,1497460000000.0,1371,1016,2
5362,1497370000000.0,1497370000000.0,1500,1016,2
5363,1497360000000.0,1497370000000.0,1016,1230,2
5364,1497320000000.0,1497320000000.0,1060,1016,3
5365,1497310000000.0,1497310000000.0,1016,1608,2
5366,1497310000000.0,1497310000000.0,1683,1016,4
5367,1497240000000.0,1497240000000.0,1016,1766,4
5368,1497240000000.0,1497240000000.0,1500,1016,3
5369,1497150000000.0,1497150000000.0,1702,1016,6
5370,1497150000000.0,1497150000000.0,1702,1016,6
5371,1497150000000.0,1497150000000.0,1500,1016,2
5372,1496890000000.0,1496890000000.0,1016,1119,4
5373,1496890000000.0,1496890000000.0,1016,2621,1
5374,1496880000000.0,1496880000000.0,1016,2621,5
5375,1481670000000.0,1481670000000.0,1898,1017,4
5376,1481600000000.0,1481600000000.0,1034,1353,2
5377,1461880000000.0,1461880000000.0,1222,1400,2
5378,1461620000000.0,1461620000000.0,1361,1293,4
5379,1461560000000.0,1461560000000.0,1309,1770,2
5380,1461560000000.0,1461560000000.0,1415,1472,2
5381,1461560000000.0,1461560000000.0,1730,1500,1
5382,1504020000000.0,1504020000000.0,1543,1517,8
5383,1503970000000.0,1503970000000.0,1517,1420,4
5384,1503960000000.0,1503970000000.0,1420,1517,3
5385,1503800000000.0,1503800000000.0,1467,1530,5
5386,1503800000000.0,1503800000000.0,1530,1413,8
5387,1503680000000.0,1503680000000.0,1530,1547,7
5388,1503680000000.0,1503680000000.0,1547,1530,1
5389,1503540000000.0,1503540000000.0,1530,1516,2
5390,1503090000000.0,1503090000000.0,1530,1503,4
5391,1502990000000.0,1502990000000.0,1530,1529,7
5392,1502980000000.0,1502990000000.0,1529,1530,11
5393,1502920000000.0,1502920000000.0,1530,1543,2
5394,1502670000000.0,1502670000000.0,1543,1518,1
5395,1502660000000.0,1502660000000.0,1436,1518,3
5396,1502660000000.0,1502660000000.0,1518,1593,2
5397,1502330000000.0,1502330000000.0,1516,1518,5
5398,1501460000000.0,1501460000000.0,1669,1502,4
5399,1501360000000.0,1501360000000.0,1503,2041,7
5400,1501360000000.0,1501360000000.0,1487,1685,2
5401,1501360000000.0,1501360000000.0,1472,1593,3
5402,1501350000000.0,1501350000000.0,1503,1472,4
5403,1501340000000.0,1501350000000.0,1500,1472,4
5404,1502790000000.0,1502790000000.0,1401,1618,1
5405,1501570000000.0,1501570000000.0,1632,1533,5
5406,1501570000000.0,1501570000000.0,1530,1635,5
5407,1501570000000.0,1501570000000.0,1654,1368,5
5408,1501570000000.0,1501570000000.0,1647,1531,5
5409,1501490000000.0,1501490000000.0,1494,1640,3
5410,1501490000000.0,1501490000000.0,1539,1632,4
5411,1501260000000.0,1501260000000.0,1820,1616,7
5412,1501260000000.0,1501260000000.0,1606,1594,6
5413,1500990000000.0,1500990000000.0,1594,1608,4
5414,1500980000000.0,1500980000000.0,1621,1605,3
5415,1500980000000.0,1500980000000.0,1605,1593,7
5416,1500900000000.0,1500910000000.0,1589,1928,4
5417,1500890000000.0,1500890000000.0,1581,1493,3
5418,1500890000000.0,1500890000000.0,1523,1571,3
5419,1500890000000.0,1500890000000.0,1248,1568,4
5420,1500640000000.0,1500640000000.0,1564,1318,4
5421,1500570000000.0,1500570000000.0,1582,1590,4
5422,1500570000000.0,1500570000000.0,1600,1571,4
5423,1500560000000.0,1500560000000.0,1555,1711,4
5424,1500560000000.0,1500560000000.0,2621,1555,10
5425,1500550000000.0,1500550000000.0,1584,1543,4
5426,1500440000000.0,1500440000000.0,1536,1500,5
5427,1500400000000.0,1500400000000.0,1594,1545,8
5428,1500390000000.0,1500390000000.0,1546,1522,4
5429,1500380000000.0,1500380000000.0,1575,1566,4
5430,1500290000000.0,1500300000000.0,1562,1554,4
5431,1500290000000.0,1500290000000.0,1567,1520,6
5432,1500040000000.0,1500040000000.0,1500,1567,5
5433,1499960000000.0,1499960000000.0,1566,1585,6
5434,1499950000000.0,1499950000000.0,2430,1566,2
5435,1499940000000.0,1499940000000.0,1538,1556,1
5436,1468420000000.0,1468430000000.0,2209,2102,6
5437,1467990000000.0,1467990000000.0,1988,2199,15
5438,1467500000000.0,1467500000000.0,2179,2154,5
5439,1467500000000.0,1467500000000.0,2164,2157,5
5440,1467500000000.0,1467500000000.0,2181,2153,4
5441,1465050000000.0,1465050000000.0,2148,2274,5
5442,1463960000000.0,1463960000000.0,2262,2111,15
5443,1463780000000.0,1463780000000.0,2098,1897,3
5444,1463760000000.0,1463760000000.0,2022,2080,9
5445,1463760000000.0,1463760000000.0,2114,2042,6
5446,1463580000000.0,1463580000000.0,1956,2093,2
5447,1462840000000.0,1462840000000.0,2109,1913,2
5448,1462840000000.0,1462840000000.0,2151,2063,4
5449,1462830000000.0,1462830000000.0,1946,2211,5
5450,1462650000000.0,1462660000000.0,2214,2187,9
5451,1462550000000.0,1462550000000.0,2173,2118,8
5452,1462550000000.0,1462550000000.0,2175,2231,2
5453,1461940000000.0,1461940000000.0,2239,2151,6
5454,1461940000000.0,1461940000000.0,2250,2091,4
5455,1461540000000.0,1461540000000.0,2120,2170,9
5456,1461430000000.0,1461430000000.0,2148,2213,5
5457,1461360000000.0,1461360000000.0,1887,2045,3
5458,1461360000000.0,1461360000000.0,1500,1973,5
5459,1465910000000.0,1465910000000.0,1689,1135,2
5460,1465910000000.0,1465910000000.0,1686,1139,2
5461,1465910000000.0,1465910000000.0,1693,1144,2
5462,1465910000000.0,1465910000000.0,1690,1149,2
5463,1465590000000.0,1465590000000.0,1737,1154,2
5464,1465590000000.0,1465590000000.0,1630,1161,2
5465,1503960000000.0,1503970000000.0,1987,1749,7
5466,1503890000000.0,1503890000000.0,1987,1548,5
5467,1502640000000.0,1502650000000.0,1987,1500,7
5468,1502510000000.0,1502520000000.0,1500,1987,7
5469,1502510000000.0,1502510000000.0,1987,1568,2
5470,1502510000000.0,1502510000000.0,1568,1987,2
5471,1502510000000.0,1502510000000.0,1568,1987,6
5472,1502510000000.0,1502510000000.0,1987,1568,7
5473,1502430000000.0,1502430000000.0,1568,1987,3
5474,1502430000000.0,1502430000000.0,1987,1568,7
5475,1502430000000.0,1502430000000.0,1568,1987,2
5476,1502340000000.0,1502340000000.0,1987,1500,4
5477,1502340000000.0,1502340000000.0,1987,1500,3
5478,1502340000000.0,1502340000000.0,1987,1568,7
5479,1502170000000.0,1502170000000.0,1987,1560,7
5480,1502080000000.0,1502080000000.0,1519,1987,3
5481,1502060000000.0,1502060000000.0,1987,1500,4
5482,1502050000000.0,1502060000000.0,1559,1987,4
5483,1504130000000.0,1504130000000.0,1789,1843,5
5484,1504130000000.0,1504130000000.0,1707,1858,5
5485,1504080000000.0,1504080000000.0,1872,1777,5
5486,1503840000000.0,1503840000000.0,1423,1799,1
5487,1480630000000.0,1480630000000.0,1404,1515,6
5488,1474770000000.0,1474770000000.0,1500,1404,4
5489,1469140000000.0,1469140000000.0,1667,1404,5
5490,1467760000000.0,1467760000000.0,1404,1637,3
5491,1465500000000.0,1465500000000.0,1404,1312,3
5492,1465500000000.0,1465500000000.0,1312,1404,7
5493,1465440000000.0,1465440000000.0,1404,1341,3
5494,1465440000000.0,1465440000000.0,1749,1404,7
5495,1465440000000.0,1465440000000.0,1749,1404,3
5496,1465350000000.0,1465350000000.0,2100,1404,1
5497,1465250000000.0,1465250000000.0,2009,1404,6
5498,1482880000000.0,1482880000000.0,1643,1355,3
5499,1461000000000.0,1461000000000.0,1368,1512,6
5500,1460770000000.0,1460770000000.0,1500,1524,4
5501,1504060000000.0,1504060000000.0,1858,1837,5
5502,1503370000000.0,1503370000000.0,1852,1836,4
5503,1503340000000.0,1503340000000.0,1847,1835,2
5504,1503250000000.0,1503250000000.0,1838,1798,3
5505,1503250000000.0,1503250000000.0,1892,1825,5
5506,1502850000000.0,1502850000000.0,1836,1814,2
5507,1502600000000.0,1502600000000.0,1826,1802,6
5508,1502350000000.0,1502350000000.0,1793,1768,3
5509,1502040000000.0,1502040000000.0,1751,1805,3
5510,1502020000000.0,1502020000000.0,1814,1878,2
5511,1501570000000.0,1501570000000.0,1813,1850,2
5512,1501440000000.0,1501440000000.0,1837,1823,7
5513,1500960000000.0,1500960000000.0,1839,1632,2
5514,1500940000000.0,1500950000000.0,1853,1778,2
5515,1500840000000.0,1500840000000.0,1874,1863,3
5516,1500790000000.0,1500790000000.0,1873,1905,2
5517,1500790000000.0,1500790000000.0,1575,1869,4
5518,1500790000000.0,1500790000000.0,1818,1860,4
5519,1500760000000.0,1500760000000.0,1922,1847,11
5520,1500750000000.0,1500750000000.0,1839,1743,2
5521,1500600000000.0,1500610000000.0,1857,1565,2
5522,1500140000000.0,1500140000000.0,1868,1874,3
5523,1499980000000.0,1499980000000.0,1879,1844,2
5524,1499830000000.0,1499830000000.0,1912,1867,4
5525,1499660000000.0,1499660000000.0,1609,1880,4
5526,1499600000000.0,1499600000000.0,1893,1830,2
5527,1499570000000.0,1499570000000.0,1962,1901,4
5528,1499560000000.0,1499560000000.0,1708,1918,4
5529,1499550000000.0,1499550000000.0,1907,1906,2
5530,1499540000000.0,1499540000000.0,1979,1905,3
5531,1499490000000.0,1499490000000.0,1916,1907,2
5532,1499490000000.0,1499490000000.0,1904,1938,2
5533,1499180000000.0,1499180000000.0,1964,1913,3
5534,1499180000000.0,1499180000000.0,1904,1862,3
5535,1499180000000.0,1499180000000.0,1847,1895,6
5536,1499150000000.0,1499150000000.0,1908,1832,3
5537,1499040000000.0,1499040000000.0,1900,1794,6
5538,1499030000000.0,1499030000000.0,2018,1908,10
5539,1499030000000.0,1499030000000.0,1786,1900,3
5540,1499020000000.0,1499020000000.0,1847,1891,7
5541,1499020000000.0,1499020000000.0,1881,1857,2
5542,1499020000000.0,1499020000000.0,1831,1872,8
5543,1499010000000.0,1499010000000.0,1862,1825,2
5544,1498890000000.0,1498890000000.0,1874,1837,3
5545,1500000000000.0,1500000000000.0,1319,1739,8
5546,1500000000000.0,1500000000000.0,1739,1319,2
5547,1498890000000.0,1498890000000.0,1589,1739,4
5548,1498270000000.0,1498270000000.0,1500,1739,1
5549,1498270000000.0,1498270000000.0,1739,1500,2
5550,1498270000000.0,1498270000000.0,1500,1739,1
5551,1461020000000.0,1461020000000.0,1342,1449,5
5552,1461010000000.0,1461010000000.0,1605,1342,5
5553,1500560000000.0,1500570000000.0,1629,1476,4
5554,1500560000000.0,1500560000000.0,1629,1047,4
5555,1498060000000.0,1498060000000.0,1627,1148,9
5556,1497890000000.0,1497890000000.0,1617,1575,4
5557,1497890000000.0,1497890000000.0,1509,1609,5
5558,1504140000000.0,1504140000000.0,2334,1453,8
5559,1503220000000.0,1503220000000.0,1500,1453,3
5560,1503030000000.0,1503030000000.0,1461,1567,6
5561,1502950000000.0,1502950000000.0,1133,1461,3
5562,1502870000000.0,1502870000000.0,1477,1297,3
5563,1502870000000.0,1502870000000.0,1303,1471,3
5564,1502870000000.0,1502870000000.0,1464,1310,6
5565,1502080000000.0,1502080000000.0,1456,1366,3
5566,1501820000000.0,1501820000000.0,1385,1470,2
5567,1501820000000.0,1501820000000.0,1299,1470,9
5568,1498010000000.0,1498020000000.0,1453,1482,3
5569,1498010000000.0,1498010000000.0,1467,1594,5
5570,1497240000000.0,1497240000000.0,1613,1474,3
5571,1497230000000.0,1497230000000.0,1474,1500,4
5572,1497150000000.0,1497150000000.0,1466,1358,11
5573,1496800000000.0,1496800000000.0,1047,1466,1
5574,1496610000000.0,1496610000000.0,1380,1457,8
5575,1496610000000.0,1496610000000.0,1468,1489,6
5576,1496610000000.0,1496610000000.0,1462,1320,6
5577,1496110000000.0,1496110000000.0,1161,1462,5
5578,1496110000000.0,1496110000000.0,1305,1455,3
5579,1496100000000.0,1496100000000.0,1343,1470,2
5580,1496030000000.0,1496030000000.0,1461,1398,4
5581,1501350000000.0,1501350000000.0,1502,1368,5
5582,1501340000000.0,1501340000000.0,1517,1512,10
5583,1501340000000.0,1501340000000.0,1546,1523,7
5584,1501340000000.0,1501340000000.0,1533,1511,3
5585,1501340000000.0,1501340000000.0,1522,1523,4
5586,1501340000000.0,1501340000000.0,1534,1510,6
5587,1501340000000.0,1501340000000.0,1524,1414,3
5588,1501340000000.0,1501340000000.0,1514,1489,5
5589,1501330000000.0,1501330000000.0,1526,1525,7
5590,1499000000000.0,1499000000000.0,1525,1574,3
5591,1498930000000.0,1498930000000.0,1533,1525,2
5592,1498930000000.0,1498930000000.0,1525,1533,3
5593,1497400000000.0,1497400000000.0,1596,1525,8
5594,1497400000000.0,1497400000000.0,1630,1525,8
5595,1463310000000.0,1463310000000.0,1536,1651,5
5596,1463310000000.0,1463310000000.0,1500,1547,2
5597,1463310000000.0,1463310000000.0,1567,1456,5
5598,1460440000000.0,1460440000000.0,1553,1485,4
5599,1460190000000.0,1460190000000.0,1500,1553,2
5600,1459940000000.0,1459940000000.0,1514,1571,2
5601,1459940000000.0,1459940000000.0,1610,1571,2
5602,1459940000000.0,1459940000000.0,1418,1571,1
5603,1459940000000.0,1459940000000.0,1450,1558,3
5604,1459850000000.0,1459850000000.0,1430,1581,3
5605,1472220000000.0,1472220000000.0,1169,1571,1
5606,1460320000000.0,1460320000000.0,1501,1255,5
5607,1460310000000.0,1460320000000.0,1261,1697,6
5608,1460260000000.0,1460260000000.0,1269,1625,2
5609,1460260000000.0,1460260000000.0,1276,1675,10
5610,1460260000000.0,1460260000000.0,1287,1611,4
5611,1460240000000.0,1460240000000.0,1312,1448,6
5612,1460240000000.0,1460240000000.0,1173,1336,2
5613,1460240000000.0,1460240000000.0,1391,1202,2
5614,1460240000000.0,1460240000000.0,1244,1384,4
5615,1460240000000.0,1460240000000.0,1443,1291,1
5616,1460230000000.0,1460240000000.0,1388,1390,11
5617,1460230000000.0,1460230000000.0,1433,1315,5
5618,1460150000000.0,1460160000000.0,1803,1500,3
5619,1460060000000.0,1460060000000.0,1500,1355,5
5620,1486330000000.0,1486340000000.0,1506,1505,3
5621,1486330000000.0,1486330000000.0,1488,1466,2
5622,1479800000000.0,1479800000000.0,1488,1282,4
5623,1475130000000.0,1475130000000.0,1434,1505,2
5624,1473840000000.0,1473840000000.0,1491,1377,6
5625,1473840000000.0,1473840000000.0,1491,1500,6
5626,1473830000000.0,1473830000000.0,1483,1305,7
5627,1473810000000.0,1473810000000.0,1483,1213,3
5628,1473800000000.0,1473800000000.0,1478,1129,5
5629,1473320000000.0,1473320000000.0,1209,1478,2
5630,1471650000000.0,1471660000000.0,1312,1478,4
5631,1503540000000.0,1503540000000.0,1618,1652,8
5632,1490190000000.0,1490200000000.0,1515,1652,4
5633,1490150000000.0,1490150000000.0,1500,1652,1
5634,1490150000000.0,1490150000000.0,1120,1652,4
5635,1490150000000.0,1490150000000.0,1652,1120,2
5636,1490150000000.0,1490150000000.0,1652,1646,6
5637,1489800000000.0,1489800000000.0,1450,1652,2
5638,1489630000000.0,1489630000000.0,1657,1927,6
5639,1489590000000.0,1489600000000.0,1669,1717,6
5640,1489550000000.0,1489550000000.0,1565,1659,2
5641,1489550000000.0,1489550000000.0,1037,1658,3
5642,1489550000000.0,1489550000000.0,1671,1709,6
5643,1489160000000.0,1489160000000.0,1487,1663,3
5644,1489160000000.0,1489160000000.0,1670,1881,6
5645,1488840000000.0,1488840000000.0,1884,1670,7
5646,1488840000000.0,1488840000000.0,1828,1670,8
5647,1488840000000.0,1488840000000.0,1670,1543,6
5648,1488840000000.0,1488840000000.0,1670,1884,9
5649,1488840000000.0,1488840000000.0,1670,1966,5
5650,1488840000000.0,1488840000000.0,1497,1670,1
5651,1488630000000.0,1488630000000.0,1670,1778,9
5652,1488250000000.0,1488260000000.0,1659,1543,4
